"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"UNKNOWN","1985/3/4","Burlington,VT","Fire Up the Ganja","Mid 1st Set",916,"Type 1","Reggae","Experimental (Pushing Boundaries)","Modal","","Full Band","[]","This slowed-down, antic-laden version of ""Fire On the Mountain keeps with the extended Second Set extended reggae.  The antics/lyrics were provided by guest band ""Lamb's Bread."" Reggae crooning throughout latter half of song.",""
"UNKNOWN","1985/5/3","Burlington,VT","Mike's Song","Mid 1st Set",448,"Type 2","Prog Rock","Experimental (Pushing Boundaries)","Pentatonic","","Full Band","[]","Definite prog rock beginnings in this earlier version.  Staying on the Pentatonic mode, while creating dissonant textures.  Interesting variation - mellows out in the end, but definitely some King Crimson influence here.",""
"UNKNOWN","1985/5/3","Burlington,VT","Dave's Energy Guide","Mid 1st Set",300,"Type 1","Prog Rock","Deconstruction","","Start/ Stop Rhythmic","","[]","minimalist Cage-esque composition.  This one was lengthier than it's normal embryonic manifestation.",""
"UNKNOWN","1985/5/3","Burlington,VT","Scarlet Begonias","Set 3 Opener",649,"Type 2","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","Page's first recorded song with the band.  Stayed comfortable in the back with his Fender Rhodes, but this song confirms their Dead homage has reached its apex.  Blissful transition to Eyes.",""
"UNKNOWN","1985/5/3","Burlington,VT","Eyes of the World","Mid 3rd Set",952,"Type 2","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","Great exchange from Begonias to this.  Page fits in swimmingly, adding that syth componet.",""
"UNKNOWN","1985/5/3","Burlington,VT","Whipping Post","Mid 3rd Set",1132,"Type 2","Psychedelic Rock","Experimental (Pushing Boundaries)","Major Chords (Ionian)","Fishman Roll Swing","Full Band","[""Trey Rhythmic Chording""]","This fascinating jam has the band really grooving in a melodic Whipping Post themed jam, with ripping arpeggios from Trey, and with Mike keeping the jazzy bass groove. The roll-swing from Fish is slowed down, but very groovy, almost a quasi-waltzy feel. Page still laying low, getting a vibe, but still inserting the perfect Rhodes component.  Lots of slowed-down and sped up tempos with a little tractor beam intro in the middle. Very experimental jam still staying with the Whipping Post style. Transitions right to newly lyricised McGrupp transformed from Skippy the Wondermouse.",""
"UNKNOWN","1985/5/3","Burlington,VT","Run Like an Antelope","Mid 3rd Set",368,"Type 1","Psychedelic Rock","Post-Modern Psychedelia","Mixolydian","","Trey","[""Trey Rhythmic Chording""]","First Antelope on recording. Signature Trey shredding, with subsequent ebbs and flows, while Mike ""shared the groove."" Shortened jam subsequently transitioned to The Other One which finishes the set.",""
"UNKNOWN","1985/5/3","Burlington,VT","The Other One","Set 3 Closer",893,"Type 2","Psychedelic Rock","Grateful Dead Type 2","","","","[""Trey Rhythmic Chording""]","Emulated Dead sound here.",""
"UNKNOWN","1985/10/17","Burlington,VT","Alumni Blues","Mid 1st Set",612,"Type 1","Groove Rock/Funk Rock","Meat and Potatoes","Dirty/Bluesy","","","[]","",""
"UNKNOWN","1985/10/17","Burlington,VT","Mike's Song","Mid 1st Set",407,"Type 1","Prog Rock","Standard Rock Jam (Type 1)","Major Chords (Ionian)","","","[""Dynamics (volume..)""]","An ealier Mike's consists of standard type one jamming, but pushing the element at the end - more dynamism than their other mixolydian weavers like McGrupp jams.",""
"UNKNOWN","1985/10/17","Burlington,VT","Camel Walk","Mid 1st Set",516,"Type 1","Groove Rock/Funk Rock","Hyper Funk","Pentatonic","","","[]","Little lengthier jam in the middle.",""
"UNKNOWN","1985/10/17","Burlington,VT","Run Like an Antelope","Mid 1st Set",456,"Type 1","Psychedelic Rock","Dynamic Jam (quiet loud dropouts)","","","Trey","[]","Beginning of the Antelope crescendos.",""
"UNKNOWN","1985/10/17","Burlington,VT","McGrupp and the Watchful Horsemasters","Set 1 Closer",565,"Type 2","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Full Band","[]","Still mixing in Grateful Dead jamming in the middle of this upgraded version of Skippy the Wondermouse.  Trey could be working on his thesis at this time, so the GD type II still lingered during this jam.",""
"UNKNOWN","1985/10/30","Burlington,VT","Harry Hood","Opener",678,"Type 1","Psychedelic Rock","Experimental (Pushing Boundaries)","Ethereal","","Full Band","[]","The First Hood! There's a narration about the origin of the song, then the composition.  An outmoded, albeit interesting raucous jam that extends past where ""Thank You Mr. Miner"" is sung.  The blissful coda is born here.  Very brief, but on its way to nirvana.",""
"UNKNOWN","1985/10/30","Burlington,VT","Sneakin Sally","Mid 1st Set",494,"Type 1","Funk","Hyper Funk","Dirty/Bluesy","","","[]","Great beginning Sneakin - sticking to its true form",""
"UNKNOWN","1985/10/30","Burlington,VT","I Wish","Mid 1st Set",420,"Type 1","Funk","Hyper Funk","","","","[]","Authentic cover of Stevie Wonder.  Never got the legs, but one of those blissful Stevie Wonder moments",""
"UNKNOWN","1985/10/30","Burlington,VT","Alumni Blues","Mid 1st Set",600,"Type 1","Classic Rock","","","","","[]","",""
"UNKNOWN","1985/10/30","Burlington,VT","Prep School Hippie","Mid 1st Set",303,"Type 1","Modern Rock","","Major Chords (Ionian)","","","[]","A punky, uppity song that stayed in the early era for reasons no one knows.",""
"UNKNOWN","1985/10/30","Burlington,VT","Skippy the Wondermouse","Set 1 Closer",932,"Type 2","Jazz Rock","Post-Modern Psychedelia","Mixolydian","","","[]","The staple closer in Fall 85, even when it morphed into McGrupp",""
"UNKNOWN","1985/11/14","Burlington,VT","Makisupa Policeman","Mid 1st Set",600,"Type 1","Reggae","Experimental (Pushing Boundaries)","","","","[]","Kept the reggae mode through Piggies.  Awestriking reggae Piggies, right into Makisupa again.  Very entertaining",""
"UNKNOWN","1985/11/23","Plainfield, VT","""Whipping Post Jam""","Set 2 Opener",1647,"Type 2","Rock","Psychedelic rock","Grateful Dead Type 2","","Full Band","[]","That's it for the Other One, Norwegian Wood teases",""
"UNKNOWN","2000/5/21","New York, NY","Down With Disease","Mid 2nd Set",1226,"Psychedelic rock","Type 2","Millenial (Sirens, Delays, Tractor Beams)","","","Trey","[""Sirens""]","Driving, purposeful jam. Much of jam is Type 1 Trey wankery, but Mike's bass pushes the band into faster and faster tempos. All the while the normal millenial elements are layered underneath the uptempo playing. Very noise oriented, as if they tried to cram as many sounds into this jam as possible.","Driving, purposeful jam. Much of jam is Type 1 Trey wankery, but Mike's bass pushes the band into faster and faster tempos. All the while the normal millenial elements are layered underneath the uptempo playing. Very noise oriented, as if they tried to cram as many sounds into this jam as possible."
"UNKNOWN","2000/5/21","New York, NY","Twist","Mid 2nd Set",549,"Groove Rock/Funk Rock","Type 1","Millenial (Sirens, Delays, Tractor Beams)","","","Trey","[""Sirens""]","Fun and brief version. Millenial sounds. Segues into a brief and up tempo Piper","Fun and brief version. Millenial sounds. Segues into a brief and up tempo Piper"
"UNKNOWN","2000/5/22","New York, NY","Bathtub Gin","Set Closer",981,"Groove Rock/Funk Rock","Type 1","Standard Rock Jam (Type 1)","Dirty","","Trey","[]","Nice driving rock Gin to cap an otherwise weak set. Sounds like a Gin circa 1998.","Nice driving rock Gin to cap an otherwise weak set. Sounds like a Gin circa 1998."
"Nate","2003/1/2","Hampton, VA","Chalkdust Torture","Opener",878,"Post Rock","","Experimental (Pushing Boundaries)","","","","[]","",""
"Nate","2003/2/14","Inglewood, CA","Bathtub Gin","Mid-set",1198,"Classic Rock","Type 1","Baroque","","","","[""Trey Soaring Guitar, Page on various organs""]","",""
"Nate","2003/2/14","Inglewood, CA","AC/DC Bag","Mid 2nd Set",711,"Acid Jazz","Type 2","Dynamic Jam (quiet loud dropouts)","","","","[""Boys get into a quiet, reserved plinko like staccato jam""]","",""
"Nate","2013/2/15","Las Vegas, NV","Reba","Mid 1st Set",942,"Jazz Rock","Type 1","","","","","[]","",""
"Zac","2013/2/15","Las Vegas, NV","Ghost","Mid 2nd Set",1118,"Groove Rock/Funk Rock","Type 1","Baroque","","","","[""Guy Forget Tease"",""Trey uncompressed fuzz tone""]","",""
"Zac","2003/2/16","Las Vegas, NV","Piper","Mid 2nd Set",1190,"Groove Rock/Funk Rock","Type 1","Baroque","","","","[""Fishman Jazzy Feel"",""Trey Rhythmic Chording""]","the so called ""viper"" from SPAC, i dont find it particular thrilling, except that its got a great long and undulating groove. Fishman's jazzy feel onthe drums definitely helps lighten this sucker up and Trey drives this jam for the most part with interesting and delightful rhythmic chording.",""
"Zac","2003/2/18","Denver, CO","Stash","Mid 1st Set",759,"Prog Rock","Type 2","Basic Tension and Release (Stash)","","","","[]","",""
"Zac","2003/7/18","East Troy, WI","Twist","Mid 2nd Set",869,"Aleatoric music (totally random)","Type 2","Storage","","","","[""Mike's Synth pedal""]","",""
"Zac","2003/7/22","Noblesville, IN","Gumbo","Mid 1st Set",1090,"Psychedelic Rock","Type 2","Baroque","","","","[""Trey Rhythmic Chording"",""Trey \""Death from Above\"" Wailing"",""FIshman STOMP""]","",""
"Zac","2003/7/22","Noblesville, IN","Split Open and Melt","Set 2 Opener",1408,"Post Rock","Type 1","Nightmare Music","","","","[""Trey uncompressed fuzz tone"",""Trey Feedback"",""Brilliant Clavinet""]","Turning point from a noise machine jam into something more gently modulated around the 12 minute mark, eventually morphs into a nasty ass swamp rock jam with lots of distortion, Page using his clavinet, and Trey narrating a particular unsettling urban fairy tale of anger and mistrust and cynicism, definitely exploring the dark side of Phish. Jam modulates once again in the 18th minute to an uptempo rhythmic excercise as they fight their way back to the structure of the song",""
"Zac","2003/7/30","Camden, NJ","Scents and Subtle Sounds","Mid 1st Set",1841,"Post Rock","Type 2","Baroque","","","","[""Trey \""Death from Above\"" Wailing"",""Trey uncompressed fuzz tone"",""Fishman Cymbal Crash""]","One of Phish's most epic jams HANDSDOWN, sure its long, sure there are stretches of overwroughtness and repitition, but this is a serious composition and a major league piece of improvisation. The band sounds tremendous together, Trey goes through most of his tones, from rhytmic chording to wailing to uncompressed fuzzing, even Page gets a little cosmic at the end,",""
"Zac","2003/7/30","Camden, NJ","Twist","Set 2 Opener",1404,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","","","","[""Fishman Swing"",""Loops""]","An incredible Twist version",""
"Zac","2003/7/30","Camden, NJ","Chalk Dust Torture","Mid 1st Set",624,"Post Rock","Type 2","Experimental (Pushing Boundaries)","","","","[""Fishman Cymbal Crash""]","",""
"UNKNOWN","2004/6/17","Brooklyn, NY","The Curtain With","Mid 1st Set",824,"Type 1","Psychedelic Rock","Standard Rock Jam (Type 1)","Major Chords (Ionian)","","Full Band","[""Trey uncompressed fuzz tone""]","Surprisingly tight given the time period. Trey's uncompressed tone is prevalent through this jam, and though it seems rough against the With section, the solo that explodes from this rendition is monumental. A must-hear for doubters of 2.0.","Full-Band"
"UNKNOWN","2004/6/17","Brooklyn, NY","The Moma Dance","Mid 1st Set",898,"Type 2","Psychedelic Rock","Baroque","Dark, Sinister, Evil","","Full Band","[""Loops""]","","Full-Band"
"UNKNOWN","2004/6/17","Brooklyn, NY","Free","Mid 1st Set",622,"Type 1","Classic Rock","Baroque","Dirty/Bluesy","","Mike","[""Mike's envelope filter""]","","Mike"
"UNKNOWN","2004/6/21","New York, NY","Wilson","Mid-set",234,"Type 1","Classic Rock","Standard Rock Jam (Type 1)","Pentatonic","","Trey","[]","Not really a jam at all. Included for the sheer ridiculousness of the band playing a song about a fictional evil dictator, atop the Sullivan marquee, in Manhattan, in the middle of the afternoon. See the YouTube video link.","Trey"
"Josh","2009/6/7","Camden, NJ","Sand","Set 2 Opener",1334,"Type 2","Rock","Psychedelic Rock","Meat and Potatoes","Major Chords (Ionian)","Trey","[""Trey \""Death from Above\"" Wailing""]","","Trey"
"Josh","2009/6/21","East Troy, WI","Crosseyed and Painless","Set 2 Opener",885,"Type 2","Rock","Psychedelic Rock","Meat and Potatoes","Bliss","Trey","[""Trey \""Death from Above\"" Wailing""]","Let It Grow tease 8min; 1st time played since 2004-06-23","Trey"
"Josh","2009/6/21","East Troy, WI","Down With Disease","Mid 2nd Set",788,"Type 2","Rock","Psychedelic Rock","Dynamic Jam (quiet loud dropouts)","Bliss","Trey","[]","","Trey"
"Josh","2009/7/31","Morrison, CO","Tweezer","Mid 2nd Set",745,"Type 2","Rock","Psychedelic Rock","Space Funk","Dirty/Bluesy","Trey","[""Unspecified Synthesizer""]","","Trey"
"Josh","2009/8/5","Mountain View, CA","Down With Disease","Mid 2nd Set",1209,"Type 2","Rock","Psychedelic Rock","Meat and Potatoes","Dark, Sinister, Evil","Trey","[""Dynamics (volume..)""]","The noted time of 13:30 is where things start to get pretty dark.","Trey"
"Josh","2009/8/7","Quincy, WA","Sneakin' Sally Through the Alley","Mid 1st Set",1069,"Type 2","Rock","Psychedelic Rock","Meat and Potatoes","","Trey","[""Dynamics (volume..)""]","","Trey"
"Josh","2009/8/7","Quincy, WA","Light","Mid 2nd Set",798,"Type 2","Rock","Groove Rock/Funk Rock","Bliss Jam","Bliss","Trey","[]","","Trey"
"Josh","2009/8/7","Quincy, WA","Bathtub Gin","Mid 2nd Set",1080,"Type 2","Rock","Groove Rock/Funk Rock","Trey-led Noodling Jam","Bliss","Taking Turns","[""Loops""]","","Taking Turns"
"Josh","2009/8/7","Quincy, WA","Harry Hood","Set Closer",1042,"Type 1","Rock","Groove Rock/Funk Rock","Trey-led Noodling Jam","Bliss","Trey","[""Dynamics (volume..)""]","","Trey"
"Josh","2009/8/8","Quincy, WA","Rock and Roll","Set 2 Opener",1385,"Type 2","Rock","Psychedelic Rock","Trey-led Noodling Jam","Dirty/Bluesy","Trey","[""Dynamics (volume..)""]","","Trey"
"Josh","2009/8/15","Columbia, MD","46 Days","Mid 2nd Set",986,"Type 2","Rock","Psychedelic Rock","Contemplation/Reflection","Major Chords (Ionian)","Trey","[""Dynamics (volume..)""]","","Trey"
"Josh","2009/8/16","Saratoga Springs, NY","Backwards Down the Number Line","Set 2 Opener",1239,"Type 2","Rock","Psychedelic Rock","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Full Band","[""Unspecified Synthesizer""]","","Full Band"
